property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
60438,-37.837386,145.197794,11b Boronia Road,VERMONT,6500000,house,2010,3,2,2,SC_088,2571,19900,2217,40,0,hospital_008,2883,S_202,2418
31056,-37.759401,145.0195,280 Rossmoyne Street,THORNBURY,13050000,house,2015,2,1,2,SC_001,2179,20014,1904,23,0,hospital_039,1086,S_105,1676
5806,-37.792453,144.851861,5 Turner Crescent,BRAYBROOK,5304000,house,2011,3,1,1,SC_043,859,20022,1234,22,0,hospital_174,2365,S_149,859
10963,-37.785828,144.92903,92 Pinoak Crescent,FLEMINGTON,11620000,house,2015,3,1,0,SC_011,1197,20040,167,15,0,hospital_114,985,S_086,181
20065,-37.796455,144.969756,159 Palmerston Street,CARLTON,13440000,house,2011,2,1,1,SC_008,1713,19842,1628,7,0,hospital_188,524,S_200,743
89460,-37.946807,145.021758,339 Bluff Road,SANDRINGHAM,6600000,house,2011,3,2,2,SC_046,1668,19948,1560,29,0,hospital_036,1657,S_214,158
15443,-37.726566,144.913788,67-69 Lebanon Street,STRATHMORE,5872000,house,2014,3,1,0,SC_082,1098,20033,1176,31,0,hospital_184,1912,S_198,1602
76161,-37.891513,145.079445,4 Federation Walk,HUGHESDALE,5450000,house,2011,3,2,2,SC_087,393,19918,407,32,0,hospital_166,2485,S_167,392
42952,-37.713896,145.062232,2 Sherman Mews,MACLEOD,8810000,house,2011,4,2,2,SC_047,3928,19983,1480,31,0,hospital_037,1419,S_155,1812
35334,-37.73022,145.01455,6/1 Frier Avenue,RESERVOIR,4176000,house,2012,2,1,2,SC_103,1522,20011,1056,29,0,hospital_139,2023,S_084,1287
1648,-37.81064606,144.8802948,104 Coronation Street,KINGSVILLE,6560000,house,2006,2,1,0,SC_043,2511,19996,1027,16,0,hospital_056,2018,S_201,1908
43006,-37.717973,145.077878,24  Lindsay Street,MACLEOD,7080000,house,2013,2,1,1,SC_017,4286,19984,939,34,0,hospital_037,2558,S_020,2450
20076,-37.796093,144.974856,175 Nicholson Street,CARLTON,9200000,house,2014,3,2,1,SC_008,1808,19843,1674,8,0,hospital_188,914,S_200,352
50853,-37.780454,145.144162,156 George Street,DONCASTER,11200000,house,2011,5,2,2,SC_091,1761,19898,4440,35,0,hospital_194,2667,S_188,1918
64406,-37.781757999999996,145.303837,4 Bambra Street,CROYDON,5250000,house,2013,3,2,2,SC_022,2656,19877,824,54,0,hospital_113,4995,S_224,2340
18349,-37.67463684,144.931366,18B Apollo Crescent,DALLAS,2079000,house,2009,3,1,1,SC_072,2778,20030,1396,37,0,hospital_104,2834,S_153,938
56158,-37.841958,145.103439,111 Roslyn Street,BURWOOD,15470000,house,2015,4,2,2,SC_037,3048,19895,2025,30,0,hospital_089,1905,S_112,2855
39156,-37.753288,145.033175,18 Wimpole Crescent,BELLFIELD,11168000,house,2015,3,1,1,SC_047,1660,19933,2045,23,0,hospital_039,1142,S_219,1827
21028,-37.764662,144.958445,31 Percy Street,BRUNSWICK,9360000,house,2011,2,1,1,SC_030,3665,19968,355,21,0,hospital_011,1121,S_074,589
43219,-37.710774,145.066222,58 Gresswell Rd,MACLEOD,8880000,house,2010,5,2,3,SC_047,4422,19984,1548,34,0,hospital_037,1275,S_155,1676
20753,-37.76018524,144.96698,20 Bishop Street,BRUNSWICK,9795000,house,2009,4,1,0,SC_030,3430,19967,566,23,0,hospital_144,592,S_074,1234
28410,-37.796514,144.978076,81 Kerr Street,FITZROY,15472000,house,2010,4,1,1,SC_008,1854,19975,1470,11,0,hospital_188,1158,S_200,178
31133,-37.763515,145.01922,324 Gillies Street,THORNBURY,15691000,house,2014,3,1,2,SC_001,2046,19930,1755,18,0,hospital_035,1003,S_105,1950
40666,-37.707179,145.056104,45 Greenwood Drive,BUNDOORA,6710000,house,2016,3,1,2,SC_047,4165,19983,2390,31,0,hospital_037,612,S_155,950
87944,-37.937201,145.022609,77 Raynes Park Road,HAMPTON,35200000,house,2015,4,2,2,SC_046,1405,19937,1280,38,0,hospital_110,1328,S_214,915
473,-37.805658,144.885447,182 Charles Street,SEDDON,5064000,house,2009,2,1,1,SC_043,2494,20023,429,20,0,hospital_056,1396,S_201,1233
27332,-37.586326,144.905007,6 Armadale Road,CRAIGIEBURN,7425000,house,2014,4,2,2,SC_016,1066,40221,3794,46,0,hospital_104,7293,S_178,2696
25088,-37.578532,144.933902,11 Bowral Loop,CRAIGIEBURN,5325000,house,2012,4,2,2,SC_005,1266,40221,2722,46,0,hospital_104,8121,S_178,1722
95140,-37.91567,145.033041,20 Wheatley Road,BENTLEIGH,14592000,house,2007,4,2,1,SC_046,2693,19939,398,38,0,hospital_110,1963,S_107,904
96953,-38.000221,145.280001,6  Sigvard Boulevard,HALLAM,8025000,house,2016,4,2,2,SC_077,2835,19885,2147,59,0,hospital_069,3984,S_212,1355
47904,-37.809917,145.03121,14 Valentine Avenue,KEW,21300000,house,2015,3,2,1,SC_083,1236,19904,1365,20,0,hospital_086,1050,S_039,463
83312,-37.883429,145.253696,85 Bunnett Road,KNOXFIELD,6160000,house,2009,4,2,2,SC_049,4945,19868,3656,55,0,hospital_002,3363,S_027,2545
63021,-37.837473,145.234392,6 Bangor Court,HEATHMONT,7540000,house,2013,4,2,2,SC_032,2795,19871,1355,46,0,hospital_179,1463,S_040,2884
76434,-37.898919,145.082416,9 Camden Road,HUGHESDALE,8910000,house,2012,3,1,1,SC_087,1171,19917,542,34,0,hospital_166,2070,S_167,1171
61945,-37.82477,145.226459,4 Yarmouth Street,RINGWOOD,7620000,house,2016,3,1,3,SC_032,1354,19902,1013,43,0,hospital_105,2107,S_040,1441
56048,-37.855288,145.125543,1 & 2/14 Sunhill Avenue,BURWOOD,7002000,house,2016,4,2,2,SC_042,3870,19875,2234,30,0,hospital_047,1549,S_097,827
83929,-37.85520935,144.9855347,36 Peel Street,WINDSOR,12100000,house,2009,3,2,0,SC_066,1129,19957,579,11,0,hospital_103,782,S_053,1533
23916,-37.69701767,144.9677582,11 Selola Court,FAWKNER,6312000,house,2009,3,1,2,SC_030,4234,19961,882,35,0,hospital_139,3515,S_161,1180
63053,-37.8253,145.248413,67 Canterbury Road,HEATHMONT,4080000,house,2012,4,3,3,SC_032,2218,19871,478,46,0,hospital_105,1645,S_190,2202
57724,-37.811047,145.14257,18 Selwyn Street,BLACKBURN,4620000,house,2010,4,2,2,SC_037,1983,19897,1096,35,0,hospital_154,2029,S_147,2038
37961,-37.772504,145.027693,120 Fulham Road,ALPHINGTON,8019000,house,2010,3,1,1,SC_001,1342,19931,727,20,0,hospital_039,1052,S_219,1322
87856,-37.943564,145.008085,6 Kyarra Street,HAMPTON,26240000,house,2015,4,2,2,SC_046,2695,19948,814,29,0,hospital_036,404,S_088,879
54795,-37.836799,145.038134,99 Kooyongkoot Road,HAWTHORN,5220000,house,2016,4,2,2,SC_083,1832,19910,533,13,0,hospital_127,1350,S_208,1889
47672,-37.80097,145.049788,1 Campbell St,KEW,18480000,house,2016,4,2,2,SC_083,2504,19903,2410,23,0,hospital_064,870,S_137,1578
46702,-37.70398712,145.1711121,17 Crofton Court,ELTHAM,6680000,house,2009,3,2,2,SC_051,3521,19987,2311,44,0,hospital_075,5748,S_194,1684
14433,-37.747609,144.905109,40 Braemar Street,ESSENDON,3780000,house,2016,3,1,2,SC_082,1517,20037,1352,21,0,hospital_184,591,S_197,583
90361,-37.970819,145.064606,24 Wallingford Street,CHELTENHAM,5797000,house,2011,3,1,2,SC_003,2147,19866,996,37,0,hospital_133,1185,S_011,1211
75504,-37.896383,145.054871,87A Morgan Street,CARNEGIE,9804000,house,2008,3,2,1,SC_041,1337,19920,1175,28,0,hospital_159,3060,S_015,978
31974,-37.734379,145.027597,16 Ambon Street,PRESTON,3000000,house,2010,3,1,2,SC_047,522,20011,2285,29,0,hospital_090,2130,S_225,1059
47772,-37.797655999999996,145.035327,111 Pakington Street,KEW,23280000,house,2014,4,2,1,SC_083,2539,19931,2174,20,0,hospital_029,1358,S_039,982
27233,-37.584807,144.938169,52 Princes Circuit,CRAIGIEBURN,6272000,house,2013,4,2,2,SC_110,1495,40221,1947,46,0,hospital_104,7500,S_178,1087
47184,-37.71270752,145.13797,41 Meruka Drive,ELTHAM,6240000,house,2009,3,2,2,SC_051,4750,19987,873,44,0,hospital_075,2950,S_194,1782
79635,-37.992744,145.18678400000002,13 Kilbride Street,KEYSBOROUGH,3920000,house,2014,3,1,1,SC_057,1180,19889,1667,51,0,hospital_096,1388,S_079,1257
65981,-37.766548,145.311277,20 David Drive,MOOROOLBARK,5885000,house,2015,4,1,2,SC_084,964,19877,2028,54,0,hospital_113,3863,S_058,1003
87387,-37.93593,145.011363,15 May Street,HAMPTON,12240000,house,2013,3,1,2,SC_046,2402,19949,898,27,0,hospital_036,987,S_088,810
91056,-37.966684,145.079816,9 Craig Court,CHELTENHAM,8250000,house,2013,5,2,2,SC_003,951,19865,2123,39,0,hospital_109,634,S_003,1950
51840,-37.79759979,145.1770935,20 Underwood Drive,DONVALE,9520000,house,2009,3,1,2,SC_088,2428,19899,2568,37,0,hospital_034,882,S_202,2930
92956,-37.989828,145.08652800000002,20 MacGregor Street,PARKDALE,5715000,house,2012,3,1,2,SC_003,2093,19864,965,41,0,hospital_001,1204,S_003,1041
28959,-37.808208,144.993525,28 Greenwood Street,ABBOTSFORD,11712000,house,2015,3,2,2,SC_068,2022,19977,260,8,0,hospital_052,802,S_076,238
88818,-37.948496,145.029376,36 Gilarth Street,HIGHETT,17780000,house,2013,5,2,2,SC_079,1029,19872,1097,40,0,hospital_058,1719,S_214,723
72329,-37.847072,145.255867,34 Kumala Road,BAYSWATER,3352000,house,2014,3,1,1,SC_032,4500,19870,1232,50,0,hospital_002,1430,S_139,1071
5910,-37.789944,144.848504,9 Moama Street,BRAYBROOK,6250000,house,2016,2,1,2,SC_043,1216,20021,1384,26,0,hospital_174,1959,S_149,1217
32048,-37.7366,145.026877,17 Rita Street,PRESTON,8463000,house,2015,3,1,2,SC_047,373,20011,2310,29,0,hospital_090,2051,S_225,1311
69586,-37.86881638,145.0964966,15 Queens pde,ASHWOOD,6578000,house,2009,4,2,2,SC_042,1046,19839,806,26,0,hospital_098,1150,S_112,357
24925,-37.585995000000004,144.92011499999998,1 White Cedar Place,CRAIGIEBURN,5628000,house,2014,3,2,2,SC_016,945,40221,2700,46,0,hospital_104,7202,S_178,1515
6052,-37.782671,144.824449,11 Kororoit Street,ALBION,3825000,house,2014,3,1,1,SC_102,804,20004,559,28,0,hospital_174,901,S_080,769
93705,-37.992472,145.077529,8 Stewart Avenue,PARKDALE,19040000,house,2011,4,3,2,SC_003,2582,19864,125,41,0,hospital_001,460,S_003,935
86993,-37.925227,145.005154,668 Hampton Street,BRIGHTON,18300000,house,2015,4,2,2,SC_046,3319,19951,1366,22,0,hospital_156,1916,S_088,1349
49011,-37.808554,145.081844,137 Balwyn Road,BALWYN,13970000,house,2015,3,1,1,SC_099,2734,19893,1774,29,0,hospital_064,2950,S_136,1813
41711,-37.751651,145.07208799999998,17 Hodgson Street,HEIDELBERG,7800000,house,2012,3,1,2,SC_017,555,19936,1108,28,0,hospital_066,992,S_100,896
74390,-37.887577,145.03521999999998,7 Clarke Avenue,CAULFIELD,13600000,house,2014,4,3,2,SC_023,1434,19942,660,32,0,hospital_080,1770,S_166,856
62574,-37.825143,145.239774,15 Marden Place,HEATHMONT,12336000,house,2014,4,2,2,SC_032,1682,19871,550,46,0,hospital_105,1586,S_190,1730
2456,-37.787535999999996,144.87028999999998,7 Scullin Street,MAIDSTONE,6345000,house,2013,4,3,3,SC_043,1030,20022,1455,22,0,hospital_056,1532,S_149,1030
27315,-37.58859,144.935219,58 Riversdale Street,CRAIGIEBURN,2336000,house,2014,3,2,1,SC_110,1142,40221,1637,46,0,hospital_104,7036,S_178,612
12409,-37.710976,144.772293,16 Marlock Way,DELAHEY,4200000,house,2015,4,2,2,SC_107,3586,20000,1109,39,0,hospital_057,6647,S_094,1026
16975,-37.711328,144.919984,298 Waterloo Road,GLENROY,6336000,house,2015,2,1,1,SC_082,2823,20033,749,31,0,hospital_184,3689,S_209,691
57687,-37.822607,145.145615,16 The Avenue,BLACKBURN,7144000,house,2012,4,2,2,SC_037,2077,19897,477,35,0,hospital_060,1475,S_018,992
78173,-37.926243,145.179869,51 Tiverton Drive,MULGRAVE,4059000,house,2013,3,1,2,SC_073,2288,19913,3477,44,0,hospital_161,3227,S_067,1324
50495,-37.756344,145.137566,16 Stradmore Avenue,TEMPLESTOWE,7260000,house,2015,4,2,2,SC_091,3570,19986,4783,40,0,hospital_193,2714,S_046,2824
229,-37.806125,144.889499,110 Charles Street,SEDDON,12750000,house,2016,2,1,1,SC_043,2826,20024,439,18,0,hospital_056,1475,S_201,959
95595,-37.920648,145.047582,34 Scotts Street,BENTLEIGH,6021000,house,2009,3,1,2,SC_046,2250,19939,997,38,0,hospital_110,1675,S_107,497
78998,-37.93872,145.146183,35  Burden street,SPRINGVALE,3690000,house,2013,3,1,2,SC_073,5025,19914,646,42,0,hospital_076,2935,S_075,1711
28615,-37.795284,144.990863,38 Ballarat Street,COLLINGWOOD,10605000,house,2012,3,1,0,SC_008,2611,19975,534,11,0,hospital_178,1707,S_060,959
8423,-37.75328064,144.7546234,32 Billungah Place,BURNSIDE,3825000,house,2008,3,2,1,SC_048,2539,20002,4107,33,0,hospital_057,5330,S_156,63
28644,-37.80030823,144.9903717,54 Palmer Street,COLLINGWOOD,9328000,house,2008,2,1,0,SC_008,2216,19975,381,11,0,hospital_170,1222,S_060,641
72486,-37.842366,145.253306,573 Mountain Highway,BAYSWATER,3960000,house,2012,3,1,1,SC_032,3937,19870,1306,50,0,hospital_002,1959,S_139,1196
20840,-37.760958,144.951745,23 Westbourne Street,BRUNSWICK,6489000,house,2010,2,2,0,SC_030,3182,19967,787,23,0,hospital_011,912,S_074,1224
26301,-37.61051559,144.92434690000002,3 Banstead Nook,CRAIGIEBURN,2650000,house,2008,3,2,1,SC_110,1938,40221,1933,46,0,hospital_104,4486,S_005,1893
61764,-37.812776,145.222513,30 Bourke Street,RINGWOOD,5676000,house,2015,2,1,1,SC_032,554,19902,665,43,0,hospital_105,1818,S_040,556
3323,-37.81448364,144.89683530000002,3 Somerville Road,YARRAVILLE,8352000,house,2007,3,1,0,SC_043,3877,19997,618,15,0,hospital_056,2554,S_201,1533
85970,-37.896186,144.999948,106 Cochrane Street,BRIGHTON,14200000,house,2016,4,2,1,SC_015,3496,19953,375,19,0,hospital_013,1165,S_193,1153
82436,-37.988276,145.242904,83 Tristania Street,DOVETON,4650000,house,2014,3,1,1,SC_077,1941,19888,2917,54,0,hospital_119,2129,S_195,1762
84711,-37.886866,144.990655,187 Ormond Road,ELWOOD,22360000,house,2016,3,1,2,SC_015,2204,19954,930,17,0,hospital_116,1649,S_193,1348
74600,-37.89754,145.067317,14 Kangaroo Road,MURRUMBEENA,6255000,house,2010,2,1,1,SC_041,1614,19919,817,30,0,hospital_159,2741,S_015,1457
9807,-37.888976,144.640401,304 Greaves Street North,WERRIBEE,2340000,house,2011,3,2,2,SC_012,3089,19921,2157,40,0,hospital_073,3686,S_236,2697
64171,-37.786556,145.287238,3 Henry Road,CROYDON,5600000,house,2015,3,2,2,SC_022,1442,19878,1148,51,0,hospital_164,3650,S_181,1186
45820,-37.72009659,145.12837219999997,130 Rattray Road,MONTMORENCY,4185000,house,2008,4,3,2,SC_051,5860,19986,806,40,0,hospital_075,2589,S_194,2670
63085,-37.828758,145.236966,74 Great Ryrie Street,HEATHMONT,4015000,house,2013,3,1,1,SC_032,1920,19871,669,46,0,hospital_105,2034,S_040,2005
96361,-37.710464,145.152504,1 Grove Street,ELTHAM,7259000,house,2016,4,2,2,SC_051,4145,19987,537,44,0,hospital_075,4150,S_194,699
55117,-37.839734,145.076556,17 Gowar Avenue,CAMBERWELL,27950000,house,2014,4,3,2,SC_099,2364,19850,481,32,0,hospital_168,2023,S_160,719
52159,-37.825315,144.99000900000001,11 Wellington Street,CREMORNE,10931000,house,2012,3,1,0,SC_068,1978,19908,139,11,0,hospital_146,886,S_076,1816
41714,-37.747591,145.064309,17 Oakhurst Avenue,HEIDELBERG,13720000,house,2015,3,1,1,SC_017,982,19936,549,28,0,hospital_066,881,S_100,1338
88901,-37.948002,145.037896,463 Highett Road,HIGHETT,5985000,house,2013,4,2,0,SC_079,306,19872,352,40,0,hospital_110,1667,S_069,306
54380,-37.813743,145.01720500000002,3 Oak Street,HAWTHORN,4818000,house,2010,3,1,2,SC_083,1782,19905,1030,19,0,hospital_032,959,S_039,1498
41312,-37.687135,145.054025,93 Cabernet Crescent,BUNDOORA,7434000,house,2010,3,2,2,SC_062,4824,20007,3582,38,0,hospital_041,922,S_155,1289
34390,-37.706471,145.000022,24 Elliot Street,RESERVOIR,7188000,house,2014,3,1,2,SC_103,3690,20009,851,33,0,hospital_139,1247,S_030,2954
64887,-37.792663,145.262925,8 Hinkley Avenue,CROYDON,8430000,house,2015,4,2,1,SC_022,1912,19878,1585,51,0,hospital_164,1800,S_157,856
49248,-37.806529,145.09571100000002,22 Burroughs Road,BALWYN,17640000,house,2010,3,2,2,SC_020,2672,19896,1675,34,0,hospital_117,1918,S_136,587
28835,-37.802535,145.000607,146  Yarra Street,ABBOTSFORD,12975000,house,2014,3,2,1,SC_068,2852,19976,643,10,0,hospital_134,983,S_076,903
85836,-37.896371,145.010748,8 Elster Avenue,ELSTERNWICK,21300000,house,2010,4,2,2,SC_023,3606,19953,579,19,0,hospital_013,216,S_193,1123
63777,-37.80993271,145.2724304,19/75 Eastfield Road,CROYDON,3840000,house,2008,2,1,1,SC_022,1528,19878,1766,51,0,hospital_164,1501,S_055,1432
95984,-37.919676,145.045812,570 Centre Road,BENTLEIGH,8430000,house,2014,4,2,2,SC_046,2302,19939,814,38,0,hospital_110,1687,S_107,326
67751,-37.746453,145.365289,9 Horatio Court,LILYDALE,3320000,house,2012,3,2,3,SC_084,4704,19876,1847,60,0,hospital_151,1034,S_233,1861
71011,-37.85889,145.226603,10 Labuan Place,WANTIRNA,9840000,house,2013,4,2,2,SC_032,5140,19871,3751,46,0,hospital_008,1049,S_226,1040
44996,-37.717996,145.095843,39 Warralong Avenue,GREENSBOROUGH,10448000,house,2016,3,1,1,SC_017,4843,19984,1319,34,0,hospital_075,1682,S_020,1527
83036,-37.893627,145.249433,14 Kathryn Road,KNOXFIELD,10392000,house,2016,3,2,2,SC_049,5166,19868,4239,55,0,hospital_049,4525,S_027,1635
23423,-37.653864,144.89799,14 Winster Court,GREENVALE,7380000,house,2016,3,2,2,SC_075,2141,44817,2598,40,0,hospital_104,2008,S_211,2108
67203,-37.757766,145.33543799999998,2/26 Victoria Road,LILYDALE,5904000,house,2015,3,2,1,SC_084,1893,19876,1109,60,0,hospital_113,1766,S_081,1267
62126,-37.803048,145.24175400000001,59 Sonia Street,RINGWOOD,5768000,house,2015,3,1,2,SC_032,1569,19879,1240,46,0,hospital_105,908,S_157,1340
63420,-37.805318,145.2734,11 Vinter Avenue,CROYDON,4336000,house,2013,4,2,0,SC_022,1098,19878,1269,51,0,hospital_164,1590,S_055,1022
8848,-37.884251,144.75490200000002,13 Sandstone Avenue,SEABROOK,5025000,house,2012,3,1,2,SC_092,2502,46468,1730,33,0,hospital_073,6646,S_001,1724
37670,-37.647963,145.024254,66 Rufus Street,EPPING,9520000,house,2014,3,1,0,SC_062,5414,20005,714,43,0,hospital_053,794,S_196,1676
86139,-37.917013,144.993798,14 Munro Street,BRIGHTON,18150000,house,2011,3,2,1,SC_046,4644,19951,303,22,0,hospital_156,616,S_009,257
36211,-37.6710434,145.0342255,17 Fisher Avenue,LALOR,2850000,house,2009,3,1,2,SC_062,5006,20006,1608,40,0,hospital_053,2672,S_229,1332
24868,-37.594139,144.9055,1 Elms Way,CRAIGIEBURN,8050000,house,2011,4,2,2,SC_016,748,40221,3443,46,0,hospital_104,6432,S_178,2514
81581,-37.999006,145.19552,9 Vanner Lane,DANDENONG,4410000,house,2016,3,2,2,SC_117,2063,19888,1602,54,0,hospital_096,2232,S_079,2128
88497,-37.949768,145.027361,15 Nicol Street,HIGHETT,12210000,house,2011,3,2,2,SC_079,1206,19872,1282,40,0,hospital_058,1507,S_214,668
60605,-37.833769000000004,145.19766299999998,22A Grey Street,VERMONT,11305000,house,2011,4,2,2,SC_088,2261,19900,1824,40,0,hospital_010,2614,S_202,2182
68324,-37.86036682,145.021286,17 St Georges Road,ARMADALE,20670000,house,2008,4,2,1,SC_038,2484,19945,469,24,0,hospital_092,721,S_013,594
82865,-37.905153000000006,145.278999,7 Boradino Place,ROWVILLE,7308000,house,2015,4,2,3,SC_049,2833,19867,2866,58,0,hospital_150,3092,S_199,1997
5542,-37.792787,144.852742,16 Showers Street,BRAYBROOK,4800000,house,2014,2,1,1,SC_043,777,20022,1150,22,0,hospital_174,2447,S_149,777
6637,-37.78078079,144.8401337,34 Dulcie Street,SUNSHINE,4800000,house,2009,3,1,2,SC_102,602,20021,1074,26,0,hospital_174,753,S_080,626
46673,-37.697196000000005,145.145508,16 Banks Road,ELTHAM NORTH,12100000,house,2015,4,2,2,SC_051,2903,19987,1832,44,0,hospital_075,3601,S_051,1609
26072,-37.58766556,144.92259219999997,24 Bradworth Street,CRAIGIEBURN,2610000,house,2009,3,1,1,SC_016,966,40221,2413,46,0,hospital_104,7019,S_178,1229
38804,-37.762968,145.032627,3/1 Stortford Avenue,IVANHOE,6760000,house,2010,2,2,2,SC_001,976,19933,1305,23,0,hospital_039,169,S_219,993
21576,-37.773922999999996,144.960228,8 Union Street,BRUNSWICK,12040000,house,2015,3,1,1,SC_011,3992,19969,178,20,0,hospital_102,1523,S_138,323
12336,-37.717128,144.774911,14 Smart Court,DELAHEY,3960000,house,2013,3,2,2,SC_107,3076,20000,1782,39,0,hospital_057,5954,S_094,1654
18993,-37.67120743,144.92700200000002,52 Phillip Street,DALLAS,3696000,house,2008,3,1,1,SC_072,2315,44817,1139,40,0,hospital_104,2356,S_153,900
90552,-37.973242,145.062717,33 Booker Street,CHELTENHAM,7370000,house,2012,3,1,2,SC_003,2324,19865,984,39,0,hospital_133,965,S_011,927
67462,-37.767196000000006,145.360897,414 Swansea Road,LILYDALE,9520000,house,2015,4,3,2,SC_084,4254,19876,1743,60,0,hospital_113,791,S_081,1282
54555,-37.823951,145.027237,4a Vivian Grove,HAWTHORN,28900000,house,2010,3,2,0,SC_083,830,19905,449,19,0,hospital_086,606,S_208,848
26828,-37.591485999999996,144.940856,4 Northern Crescent,CRAIGIEBURN,4020000,house,2015,3,1,2,SC_110,749,40221,1170,46,0,hospital_104,6833,S_178,666
47096,-37.711979,145.17673,36 Thompson Crescent,RESEARCH,1104000,house,2013,4,2,2,SC_051,4520,19987,2552,44,0,hospital_075,6287,S_194,1683
18733,-37.674149,144.922084,34 Tatura Crescent,BROADMEADOWS,5110000,house,2014,4,2,3,SC_072,2604,20030,1014,37,0,hospital_104,2615,S_153,440
29375,-37.771845,145.006255,13 Whalley Street,NORTHCOTE,6464000,house,2011,2,1,2,SC_001,3157,19929,836,16,0,hospital_035,1004,S_105,2324
54378,-37.828613,145.03850400000002,3 Marian Street,HAWTHORN,24970000,house,2014,4,2,2,SC_083,942,19904,816,20,0,hospital_127,525,S_208,999
44768,-37.71660614,145.1095581,27 Fricker Avenue,GREENSBOROUGH,6970000,house,2009,4,3,2,SC_017,5661,19986,1063,40,0,hospital_075,1318,S_020,1568
83733,-37.8536,144.997467,24 Ann Street,WINDSOR,5480000,house,2013,3,1,0,SC_066,781,19957,550,11,0,hospital_012,163,S_115,923
9557,-37.856001,144.718385,48 Doubell Boulevard,TRUGANINA,2960000,house,2015,3,2,2,SC_053,1403,46468,2984,33,0,hospital_073,4153,S_007,2501
24848,-37.673592,144.965196,86 Sycamore Crescent,CAMPBELLFIELD,6409000,house,2015,3,1,2,SC_072,4562,19960,1829,39,0,hospital_104,4697,S_161,1876
18740,-37.671898,144.929077,35 Phillip Street,DALLAS,4998000,house,2014,3,1,2,SC_072,2430,44817,1242,40,0,hospital_104,2480,S_153,950
27484,-37.609669,144.91739099999998,63 Lakes Drive,CRAIGIEBURN,5950000,house,2016,3,2,2,SC_016,1896,40221,2448,46,0,hospital_104,4575,S_178,2278
18564,-37.68209457,144.9066925,27 Hendricks Crescent,JACANA,3920000,house,2008,3,1,2,SC_059,2033,20030,1143,37,0,hospital_104,3698,S_153,1391
996,-37.792684,144.891156,40 Chatham Street,FOOTSCRAY,4080000,house,2015,2,1,0,SC_085,2148,20024,1094,18,0,hospital_003,185,S_201,1081
91920,-37.981524,145.087519,1/19 Southern Road,MENTONE,8942000,house,2012,3,1,1,SC_003,1165,19864,1618,41,0,hospital_001,1639,S_003,952
46315,-37.70887756,145.1691742,1 Elouera Close,ELTHAM,4290000,house,2009,3,2,1,SC_051,4007,19987,1951,44,0,hospital_075,5591,S_194,1197
89185,-37.957476,145.021889,13 Park Avenue,SANDRINGHAM,17600000,house,2014,2,2,2,SC_079,1923,19948,1716,29,0,hospital_058,523,S_214,1343
5986,-37.798685,144.823859,1/30 Couper Angus Grove,SUNSHINE,3990000,house,2014,3,1,1,SC_102,2011,20021,1380,26,0,hospital_174,2458,S_130,1570
20265,-37.794571999999995,144.971765,99 Neill Street,CARLTON,27200000,house,2016,3,3,2,SC_008,1930,19843,1838,8,0,hospital_188,797,S_200,671
35572,-37.705067,145.02273200000002,78 Hickford Street,RESERVOIR,6720000,house,2013,3,1,2,SC_047,3787,20009,1206,33,0,hospital_025,2235,S_225,2271
53910,-37.813918,145.00448400000002,91 Buckingham Street,RICHMOND,2817000,house,2012,2,1,0,SC_083,2831,19977,1124,8,0,hospital_134,336,S_076,919
53406,-37.81560135,144.9917755,5 Muir Street,RICHMOND,10720000,house,2009,3,2,2,SC_068,1740,19978,79,7,0,hospital_173,251,S_076,747
84388,-37.858864000000004,145.008301,8 Lexton Grove,PRAHRAN,18900000,house,2016,3,2,2,SC_066,1826,19945,1005,24,0,hospital_132,531,S_115,1234
40347,-37.71487808,145.051712,3/6 Trott Avenue,BUNDOORA,6510000,house,2009,3,2,2,SC_047,3239,19983,1973,31,0,hospital_025,787,S_155,1822
10916,-37.78172,144.923826,83 Canterbury Street,FLEMINGTON,8463000,house,2011,2,1,0,SC_011,680,20039,735,17,0,hospital_007,796,S_086,705
17871,-37.70035,144.94326,92 Morell Street,GLENROY,7200000,house,2015,3,1,2,SC_030,3619,19961,1376,35,0,hospital_139,5193,S_004,843
35725,-37.71730042,145.0194397,9 Cuthbert Road,RESERVOIR,3960000,house,2008,2,1,2,SC_047,2552,20010,1097,32,0,hospital_139,1883,S_225,1178
44314,-37.69524765,145.09432980000003,15 Gilmour Court,GREENSBOROUGH,2808000,house,2008,3,2,1,SC_062,4912,19985,1563,38,0,hospital_075,1498,S_210,1137
62356,-37.823131,145.220659,87 New Street,RINGWOOD,3200000,house,2010,2,1,2,SC_032,1360,19901,838,41,0,hospital_105,2381,S_040,1434
89134,-37.95516205,145.01437380000002,11 Keats Street,SANDRINGHAM,45900000,house,2009,5,3,3,SC_079,2438,19948,1015,29,0,hospital_058,809,S_214,1281
32044,-37.745343,144.98595,17 Matlock Street,PRESTON,12714000,house,2014,3,1,3,SC_103,1547,20013,1251,25,0,hospital_144,1757,S_105,1682
26832,-37.609963,144.940111,4 Parton Place,CRAIGIEBURN,5610000,house,2011,3,1,2,SC_110,1313,40221,950,46,0,hospital_104,4855,S_005,1377
